code,name,market,board,industry_l1,list_date,is_demo,has_detail,source,updated_at
001122,合成资产3322,SZSE,深市主板,汽车,1991-12-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001123,合成资产3323,SZSE,深市主板,公用事业,2020-01-13,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001124,合成资产3324,SZSE,深市主板,医药生物,2023-09-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001125,合成资产3325,SZSE,深市主板,农林牧渔,2001-03-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001126,合成资产3326,SZSE,深市主板,医药生物,1999-12-16,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001127,合成资产3327,SZSE,深市主板,基础化工,2000-03-01,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001128,合成资产3328,SZSE,深市主板,环保,2004-07-15,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001129,合成资产3329,SZSE,深市主板,汽车,2009-02-11,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001130,合成资产3330,SZSE,深市主板,计算机,2011-06-27,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001131,合成资产3331,SZSE,深市主板,有色金属,1999-05-03,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001132,合成资产3332,SZSE,深市主板,社会服务,2009-07-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001133,合成资产3333,SZSE,深市主板,通信,2004-12-14,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001134,合成资产3334,SZSE,深市主板,煤炭,2005-03-31,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001135,合成资产3335,SZSE,深市主板,建筑装饰,2009-09-24,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001136,合成资产3336,SZSE,深市主板,食品饮料,2007-01-02,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001137,合成资产3337,SZSE,深市主板,建筑装饰,2006-01-06,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001138,合成资产3338,SZSE,深市主板,计算机,2009-03-10,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001139,合成资产3339,SZSE,深市主板,食品饮料,2003-05-20,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001140,合成资产3340,SZSE,深市主板,电子,2021-12-16,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001141,合成资产3341,SZSE,深市主板,机械设备,2000-09-07,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001142,合成资产3342,SZSE,深市主板,电子,2002-07-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001143,合成资产3343,SZSE,深市主板,电力设备,2022-01-31,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001144,合成资产3344,SZSE,深市主板,食品饮料,2008-05-02,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001145,合成资产3345,SZSE,深市主板,医药生物,2010-06-17,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001146,合成资产3346,SZSE,深市主板,煤炭,2011-05-11,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001147,合成资产3347,SZSE,深市主板,国防军工,2005-09-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001148,合成资产3348,SZSE,深市主板,建筑装饰,1998-07-24,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001149,合成资产3349,SZSE,深市主板,银行,2005-03-11,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001150,合成资产3350,SZSE,深市主板,公用事业,2014-04-14,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001151,合成资产3351,SZSE,深市主板,医药生物,2022-09-02,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001152,合成资产3352,SZSE,深市主板,房地产,2007-07-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001153,合成资产3353,SZSE,深市主板,基础化工,2006-05-19,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001154,合成资产3354,SZSE,深市主板,家用电器,2000-08-24,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001155,合成资产3355,SZSE,深市主板,交通运输,2013-11-21,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001156,合成资产3356,SZSE,深市主板,建筑装饰,2003-01-28,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001157,合成资产3357,SZSE,深市主板,家用电器,1995-09-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001158,合成资产3358,SZSE,深市主板,电力设备,2003-10-10,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001159,合成资产3359,SZSE,深市主板,公用事业,2019-08-27,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001160,合成资产3360,SZSE,深市主板,建筑材料,2004-01-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001161,合成资产3361,SZSE,深市主板,有色金属,2005-05-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001162,合成资产3362,SZSE,深市主板,商贸零售,2014-06-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001163,合成资产3363,SZSE,深市主板,机械设备,1993-04-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001164,合成资产3364,SZSE,深市主板,有色金属,1996-09-03,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001165,合成资产3365,SZSE,深市主板,机械设备,2013-01-02,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001166,合成资产3366,SZSE,深市主板,商贸零售,1999-06-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001167,合成资产3367,SZSE,深市主板,电子,1993-02-16,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001168,合成资产3368,SZSE,深市主板,计算机,2006-12-15,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001169,合成资产3369,SZSE,深市主板,机械设备,2001-09-13,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001170,合成资产3370,SZSE,深市主板,电子,2006-11-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001171,合成资产3371,SZSE,深市主板,机械设备,1999-09-28,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001172,合成资产3372,SZSE,深市主板,煤炭,2014-10-24,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001173,合成资产3373,SZSE,深市主板,电子,2007-04-27,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001174,合成资产3374,SZSE,深市主板,计算机,2004-10-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001175,合成资产3375,SZSE,深市主板,农林牧渔,2016-06-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001176,合成资产3376,SZSE,深市主板,建筑装饰,2018-01-11,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001177,合成资产3377,SZSE,深市主板,食品饮料,2013-07-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001178,合成资产3378,SZSE,深市主板,交通运输,1998-05-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001179,合成资产3379,SZSE,深市主板,交通运输,2022-09-13,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001180,合成资产3380,SZSE,深市主板,医药生物,2012-10-11,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001181,合成资产3381,SZSE,深市主板,综合,2013-07-03,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001182,合成资产3382,SZSE,深市主板,银行,2010-08-09,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001183,合成资产3383,SZSE,深市主板,基础化工,1993-12-23,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001184,合成资产3384,SZSE,深市主板,电力设备,2003-09-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001185,合成资产3385,SZSE,深市主板,非银金融,2005-08-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001186,合成资产3386,SZSE,深市主板,基础化工,2010-03-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001187,合成资产3387,SZSE,深市主板,有色金属,2022-02-10,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001188,合成资产3388,SZSE,深市主板,医药生物,2009-10-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001189,合成资产3389,SZSE,深市主板,电子,2020-11-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001190,合成资产3390,SZSE,深市主板,医药生物,2008-06-27,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001191,合成资产3391,SZSE,深市主板,传媒,1994-11-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001192,合成资产3392,SZSE,深市主板,电子,2004-06-09,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001193,合成资产3393,SZSE,深市主板,交通运输,2002-01-01,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001194,合成资产3394,SZSE,深市主板,医药生物,1993-02-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001195,合成资产3395,SZSE,深市主板,电子,2016-12-30,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001196,合成资产3396,SZSE,深市主板,纺织服饰,2009-02-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001197,合成资产3397,SZSE,深市主板,建筑装饰,2022-09-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001198,合成资产3398,SZSE,深市主板,医药生物,2006-09-15,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001199,合成资产3399,SZSE,深市主板,房地产,1992-12-30,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001200,合成资产3400,SZSE,深市主板,通信,2020-10-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001201,合成资产3401,SZSE,深市主板,美容护理,2023-06-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001202,合成资产3402,SZSE,深市主板,电子,1998-09-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001203,合成资产3403,SZSE,深市主板,电子,2006-10-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001204,合成资产3404,SZSE,深市主板,煤炭,1995-05-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001205,合成资产3405,SZSE,深市主板,基础化工,2010-04-09,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001206,合成资产3406,SZSE,深市主板,计算机,2011-10-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001207,合成资产3407,SZSE,深市主板,钢铁,2018-09-10,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001208,合成资产3408,SZSE,深市主板,社会服务,2013-07-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001209,合成资产3409,SZSE,深市主板,非银金融,1994-02-23,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001210,合成资产3410,SZSE,深市主板,电子,2016-02-24,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001211,合成资产3411,SZSE,深市主板,钢铁,2011-10-27,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001212,合成资产3412,SZSE,深市主板,基础化工,1993-07-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001213,合成资产3413,SZSE,深市主板,医药生物,2018-10-24,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001214,合成资产3414,SZSE,深市主板,医药生物,2020-11-19,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001215,合成资产3415,SZSE,深市主板,计算机,2016-02-16,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001216,合成资产3416,SZSE,深市主板,医药生物,2016-03-08,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001217,合成资产3417,SZSE,深市主板,汽车,2016-11-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001218,合成资产3418,SZSE,深市主板,社会服务,1991-08-21,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001219,合成资产3419,SZSE,深市主板,公用事业,2014-08-13,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001220,合成资产3420,SZSE,深市主板,环保,2002-11-21,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001221,合成资产3421,SZSE,深市主板,建筑装饰,2019-03-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001222,合成资产3422,SZSE,深市主板,机械设备,2014-01-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001223,合成资产3423,SZSE,深市主板,美容护理,1993-07-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001224,合成资产3424,SZSE,深市主板,电子,2015-02-16,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001225,合成资产3425,SZSE,深市主板,基础化工,2009-10-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001226,合成资产3426,SZSE,深市主板,电子,2003-02-28,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001227,合成资产3427,SZSE,深市主板,非银金融,2013-07-29,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001228,合成资产3428,SZSE,深市主板,社会服务,1999-03-19,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001229,合成资产3429,SZSE,深市主板,建筑装饰,2001-08-06,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001230,合成资产3430,SZSE,深市主板,计算机,2004-09-03,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001231,合成资产3431,SZSE,深市主板,机械设备,1996-08-09,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001232,合成资产3432,SZSE,深市主板,有色金属,1999-09-13,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001233,合成资产3433,SZSE,深市主板,医药生物,2011-09-23,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001234,合成资产3434,SZSE,深市主板,银行,2005-07-15,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001235,合成资产3435,SZSE,深市主板,公用事业,2020-12-24,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001236,合成资产3436,SZSE,深市主板,医药生物,2008-01-23,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001237,合成资产3437,SZSE,深市主板,汽车,2011-07-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001238,合成资产3438,SZSE,深市主板,建筑材料,2004-07-02,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001239,合成资产3439,SZSE,深市主板,有色金属,1998-12-11,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001240,合成资产3440,SZSE,深市主板,计算机,2023-07-11,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001241,合成资产3441,SZSE,深市主板,纺织服饰,2013-09-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001242,合成资产3442,SZSE,深市主板,有色金属,2014-08-28,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001243,合成资产3443,SZSE,深市主板,传媒,2001-11-02,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001244,合成资产3444,SZSE,深市主板,美容护理,1999-08-10,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001245,合成资产3445,SZSE,深市主板,电子,1992-08-20,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001246,合成资产3446,SZSE,深市主板,计算机,2017-01-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001247,合成资产3447,SZSE,深市主板,农林牧渔,2003-06-27,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001248,合成资产3448,SZSE,深市主板,家用电器,2008-02-11,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001249,合成资产3449,SZSE,深市主板,商贸零售,2017-04-04,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001250,合成资产3450,SZSE,深市主板,商贸零售,2009-05-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001251,合成资产3451,SZSE,深市主板,建筑材料,2010-02-10,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001252,合成资产3452,SZSE,深市主板,综合,2014-05-02,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001253,合成资产3453,SZSE,深市主板,基础化工,2016-11-21,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001254,合成资产3454,SZSE,深市主板,计算机,1992-07-21,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001255,合成资产3455,SZSE,深市主板,农林牧渔,2009-09-30,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001256,合成资产3456,SZSE,深市主板,建筑装饰,2006-05-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001257,合成资产3457,SZSE,深市主板,基础化工,2004-12-24,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001258,合成资产3458,SZSE,深市主板,建筑材料,1993-09-16,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001259,合成资产3459,SZSE,深市主板,国防军工,1991-01-16,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001260,合成资产3460,SZSE,深市主板,建筑装饰,2021-09-01,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001261,合成资产3461,SZSE,深市主板,汽车,2019-10-07,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001262,合成资产3462,SZSE,深市主板,农林牧渔,2008-07-22,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001263,合成资产3463,SZSE,深市主板,机械设备,2013-03-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001264,合成资产3464,SZSE,深市主板,非银金融,2009-12-01,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001265,合成资产3465,SZSE,深市主板,食品饮料,2004-07-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001266,合成资产3466,SZSE,深市主板,电力设备,1993-11-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001267,合成资产3467,SZSE,深市主板,银行,2021-04-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001268,合成资产3468,SZSE,深市主板,机械设备,2016-05-30,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001269,合成资产3469,SZSE,深市主板,纺织服饰,1998-01-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001270,合成资产3470,SZSE,深市主板,非银金融,2002-03-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001271,合成资产3471,SZSE,深市主板,计算机,2000-01-27,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001272,合成资产3472,SZSE,深市主板,有色金属,1996-12-20,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001273,合成资产3473,SZSE,深市主板,医药生物,2018-11-06,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001274,合成资产3474,SZSE,深市主板,纺织服饰,1995-09-22,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001275,合成资产3475,SZSE,深市主板,美容护理,2018-05-14,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001276,合成资产3476,SZSE,深市主板,农林牧渔,2001-09-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001277,合成资产3477,SZSE,深市主板,电子,1993-01-13,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001278,合成资产3478,SZSE,深市主板,电力设备,1996-10-22,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001279,合成资产3479,SZSE,深市主板,汽车,2023-05-19,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001280,合成资产3480,SZSE,深市主板,有色金属,2023-11-03,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001281,合成资产3481,SZSE,深市主板,电子,2022-02-04,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001282,合成资产3482,SZSE,深市主板,银行,1993-05-04,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001283,合成资产3483,SZSE,深市主板,交通运输,2005-03-10,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001284,合成资产3484,SZSE,深市主板,环保,2001-09-20,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001285,合成资产3485,SZSE,深市主板,电子,2004-11-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001286,合成资产3486,SZSE,深市主板,交通运输,1998-07-23,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001287,合成资产3487,SZSE,深市主板,传媒,2004-05-13,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001288,合成资产3488,SZSE,深市主板,基础化工,2004-03-30,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001289,合成资产3489,SZSE,深市主板,计算机,2001-05-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001290,合成资产3490,SZSE,深市主板,轻工制造,1996-04-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001291,合成资产3491,SZSE,深市主板,汽车,1991-02-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001292,合成资产3492,SZSE,深市主板,商贸零售,2022-11-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001293,合成资产3493,SZSE,深市主板,电子,2001-10-24,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001294,合成资产3494,SZSE,深市主板,电子,1994-04-19,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001295,合成资产3495,SZSE,深市主板,医药生物,2010-11-29,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001296,合成资产3496,SZSE,深市主板,国防军工,2013-07-19,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001297,合成资产3497,SZSE,深市主板,电子,1994-09-15,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001298,合成资产3498,SZSE,深市主板,建筑材料,2007-03-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001299,合成资产3499,SZSE,深市主板,电子,1997-06-04,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001300,合成资产3500,SZSE,深市主板,传媒,2018-12-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001301,合成资产3501,SZSE,深市主板,房地产,1991-11-26,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001302,合成资产3502,SZSE,深市主板,电子,2017-01-19,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001303,合成资产3503,SZSE,深市主板,石油石化,1996-11-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001304,合成资产3504,SZSE,深市主板,纺织服饰,1995-08-08,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001305,合成资产3505,SZSE,深市主板,农林牧渔,2012-01-24,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001306,合成资产3506,SZSE,深市主板,社会服务,2008-08-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001307,合成资产3507,SZSE,深市主板,电子,1995-02-10,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001308,合成资产3508,SZSE,深市主板,房地产,1998-07-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001309,合成资产3509,SZSE,深市主板,电力设备,2014-09-16,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001310,合成资产3510,SZSE,深市主板,基础化工,2007-05-09,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001311,合成资产3511,SZSE,深市主板,社会服务,2004-04-07,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001312,合成资产3512,SZSE,深市主板,通信,1999-07-13,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001313,合成资产3513,SZSE,深市主板,机械设备,2019-10-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001314,合成资产3514,SZSE,深市主板,建筑装饰,1991-10-07,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001315,合成资产3515,SZSE,深市主板,交通运输,2015-03-12,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001316,合成资产3516,SZSE,深市主板,公用事业,1991-05-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001317,合成资产3517,SZSE,深市主板,公用事业,1998-09-30,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001318,合成资产3518,SZSE,深市主板,有色金属,2016-06-15,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001319,合成资产3519,SZSE,深市主板,农林牧渔,2021-06-01,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001320,合成资产3520,SZSE,深市主板,煤炭,2002-07-04,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001321,合成资产3521,SZSE,深市主板,电子,2001-09-18,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001322,合成资产3522,SZSE,深市主板,房地产,2023-10-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001323,合成资产3523,SZSE,深市主板,计算机,2023-11-17,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001324,合成资产3524,SZSE,深市主板,机械设备,2001-09-25,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001325,合成资产3525,SZSE,深市主板,房地产,2015-10-05,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001326,合成资产3526,SZSE,深市主板,医药生物,2003-04-28,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001327,合成资产3527,SZSE,深市主板,电力设备,2019-05-23,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001328,合成资产3528,SZSE,深市主板,交通运输,2009-07-01,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001329,合成资产3529,SZSE,深市主板,电子,2015-07-09,1,1,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
001330,合成资产3530,SZSE,深市主板,基础化工,2007-05-22,1,0,deterministic_synthetic_catalog,2026-08-28T00:00:00+00:00
